,time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0,0.06,1.3350577444098238e-07,0.01815774731227079,10.041084204100441,0.8711910142116004,6.283123740920436,0.0,1.416138364200898e-05,1.0165249334627176,1.1422887754168838,10.812225030274004,-0.0031619875640594955,0.0,900.0352753971446,899.8720579124953,-0.09670383431202578,899.7505442958825
1,0.12000000000000001,7.238668617677391e-06,0.09799407730991012,10.133284461300205,1.1969511292008832,6.282965045600955,0.0,0.0002786563256058914,0.8616438434565229,1.3648995461693731,19.269874519414415,-0.0016297465979989052,0.0,899.9379501642877,900.1380422450715,0.3984773963730241,899.7609920602736
2,0.18,3.9391916872884916e-05,0.16735404378957228,10.197350175567157,0.5939432377015486,6.282934894843329,0.0,0.0008138113420357311,0.6586048245748279,0.9415382884168364,24.340539070824565,0.0016620047623948347,0.0,899.866770162436,900.0355408751594,0.4599479895017057,899.5468475433656
3,0.23999999999999996,0.00010280559077220438,0.253492126110349,10.258964271322412,3.222664212614312,5.125802920602496e-05,0.0,0.0012326995376233335,2.2348867329808257,0.3218128517127852,26.866840841966173,0.011029316946180895,0.0,899.6209433985807,900.0172173308375,0.427528137061756,899.6448443426806
4,0.3,0.00016535886857548709,0.3629870362214164,10.206386868099147,5.085540141698072,0.0007152925778814989,0.0,0.0006378864509243535,0.9792219589541667,-1.6959887791401957,27.997978510611556,0.011142978406335362,0.0,899.8322843772136,899.8369510126028,0.42736102984324353,899.5760977231047
5,0.36000000000000004,0.00014867588278599396,0.3749305529386163,10.12531243304673,0.5348235055394497,0.00137253123888037,0.0,-0.0014090930357840458,-0.1481775019619337,-0.6975352629623295,28.481413788557045,0.010573308966719324,0.0,899.8899656461491,899.866974912012,0.3987033102905029,899.6454883479503
6,0.4200000000000001,-3.381369220352235e-05,0.4114912736456684,10.106168074704378,2.255483503741681,0.0020315169087590235,0.0,-0.004883262448376691,1.6022147446693595,-0.4130172666255821,28.68099191708692,0.011792378761536772,0.0,899.9507752290042,900.246803663876,0.4146770848229713,899.5432477971282
7,0.48000000000000015,-0.00046857300332450025,0.5406975410673127,10.012925579839672,3.979259569680508,0.0027882302663222447,0.0,-0.009846778285157473,2.2048965975814716,-2.8579130576001415,28.758633002049905,0.014202633655024381,0.0,899.9026632245018,900.2822997384981,0.37420853930564035,899.2907852272688
8,0.5400000000000001,-0.0012529568160136912,0.6178603829523411,9.798421180780243,5.705787350943854,0.0037493069580047944,0.0,-0.016581453981603243,0.28367183174715005,-3.7705225514492144,28.792455686752376,0.01941863609629671,0.0,899.7888726864978,900.2332993974902,0.3737055868396629,899.3903196552521
9,0.6000000000000002,-0.0025046392456156033,0.6190811494861507,9.612275486038623,1.1503631218390522,0.0048726922495543334,0.0,-0.025521966880352746,0.2813454839909555,-2.4299277606655187,28.800876098561176,0.01729463374171069,0.0,900.0197749226902,899.9142344628318,0.48505205512323263,899.1006690619937
10,0.6600000000000003,-0.00436794142196848,0.6961864359597619,9.455682594308092,2.8786362157673793,0.005910356782599102,0.0,-0.03689341203805825,2.203352111388679,-3.3109816053410497,28.809548422335975,0.017297286188381035,0.0,900.3469260175535,900.134096346076,0.06299498724821478,899.3767206532603
11,0.7200000000000003,-0.0069762996631911,0.8256667809168993,9.179515246758363,4.607403241936703,0.0069113329432557435,0.0,-0.0504283104789108,1.6164526757474826,-5.745882026125413,28.817234420177634,0.015424918312420424,0.0,900.1897042048981,899.923982676387,0.1614835879635001,899.5951068204035
12,0.7800000000000004,-0.010462322415502478,0.8635999152884357,8.828065971005042,0.05342079089724194,0.007598672662919803,0.0,-0.06591172435007668,-0.10582300017935614,-5.502828255136713,28.823962188774196,0.0020207602344769794,0.0,900.2528174650869,899.4574883182876,0.267311157965513,899.7842235984833
13,0.8400000000000004,-0.014902881686052735,0.8784183815274624,8.535267197334484,1.7829007779021104,0.007525759540855326,0.0,-0.08225774723616656,1.026465473696314,-4.54490933818861,28.82570748032844,-0.00863287634865922,0.0,900.3925965146842,899.568776183417,0.42665721442470295,899.7305467710675
14,0.9000000000000005,-0.020317923281026724,0.9920482563560878,8.215821882677009,3.5123720112820074,0.006936151841419935,0.0,-0.09791832094158952,2.3817382601315464,-6.460519890013603,28.822659709453674,-0.012328550748448583,0.0,900.118191102451,899.8505932860862,0.22633689976118737,899.5313826154036
15,0.9600000000000005,-0.026629586033688448,1.0981415650332325,7.763668456962715,5.2418183932532365,0.006133816028814465,0.0,-0.11233846293778406,0.8344629888880946,-8.213631997253351,28.826198600656728,-0.015543363950030501,0.0,899.9903216120621,899.8603102737276,0.15705784810758724,899.784799791925
16,1.0200000000000005,-0.03374332006416241,1.1086687603362955,7.294997620829608,0.6882459419774669,0.005201278812435817,0.0,-0.1243710609174684,-0.019989678047138637,-7.189053823963923,28.827890182500592,-0.015540133304370773,0.0,900.2386832620579,900.1877536770479,-0.14771354023804203,899.7975015461305
17,1.0800000000000005,-0.041528385543668486,1.1569940966860917,6.8787190601600585,2.418005174835203,0.00426893540918627,0.0,-0.1349054347742657,1.8062574313196276,-7.1687933633158405,28.831390084938604,-0.015539893173551866,0.0,900.2428732343412,900.0963582977082,-0.2567653641073443,899.9459634316061
18,1.1400000000000006,-0.049873749902173636,1.2885687572509772,6.37930862430304,4.147875050681563,0.003228087091907028,0.0,-0.14296083539333165,2.0928482787239915,-9.554834225197684,28.830821735059132,-0.021232826199650102,0.0,900.3336652665163,899.7697851287134,-0.23064157931560045,899.8399601589583
