time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,-7.442509544976063e-09,-1.678813745285149e-08,10.003395580190356,6.283162925289989,6.2827957337019775,0.0,1.4815757665305827e-05,-1.7119851426134913e-06,0.11318073912531572,-0.0011297982024175786,-0.0244680092209102,0.0,441.15549269968596,439.130935073814,442.0246724082049,441.9315829842979
0.12000000000000001,1.598547985378559e-05,-1.0042309726980307e-06,10.01523955770134,6.282940625552493,6.281198523120191,0.0,0.0006897043885252495,-4.682346401573993e-05,0.28159116965842207,-0.009429805006510378,-0.03131446846212449,0.0,457.7043212617317,457.15907078586207,459.13275858968075,458.47396444999544
0.18,0.00011073629587596108,-1.1742819507736688e-05,10.037310016009267,6.281960277454946,6.278991724009996,0.0,0.002695231145660725,-0.00039159509440359617,0.45403683773224557,-0.03607132664494079,-0.050906615666447635,0.0,460.81362359299845,459.2618707629059,459.85600481943607,457.74114265019773
0.23999999999999996,0.0003954143738737225,-7.727573346673178e-05,10.07271835709538,6.279453745433731,6.275858425304843,0.0,0.0071876490339345955,-0.002085803411189172,0.7261055463772472,-0.05673997663732799,-0.05498963016552005,0.0,488.7162777355729,488.4103949001479,489.634937780461,488.09422646120487
0.3,0.0010048236289501393,-0.0003009848763837944,10.121204323323742,6.275923006104364,6.273278507382198,0.0,0.01344494887861392,-0.005756737841747762,0.8899751551534512,-0.06342781548811749,-0.026017495212665248,0.0,456.2536351316743,458.55939177630546,457.434301770969,456.8991605426496
0.36000000000000004,0.0020270084821698434,-0.0008151930714951806,10.178126123752353,6.272040949719077,6.272125803365469,0.0,0.020766024226137318,-0.011784568426901877,1.007316776828694,-0.06737579938008242,-0.008236067560469754,0.0,442.7350915879282,444.19549378923176,443.108363558126,442.780632045005
0.4200000000000001,0.003526510097546727,-0.00179237620377761,10.243634331340143,6.268178360318533,6.271493496112889,0.0,0.029278247572378627,-0.02122906449217316,1.1761251234689507,-0.0589694576693644,-0.01559443793429582,0.0,460.032722711703,459.44989019962816,458.4745709473182,459.1389838095175
0.48000000000000015,0.005569349440279921,-0.0034438484917804725,10.320661507132378,6.264671457760411,6.2706083186037915,0.0,0.0389218631955396,-0.03423554232410485,1.391202255654882,-0.057426489191649346,-0.013121038353130915,0.0,472.9400491713447,473.1306155120716,473.7495291991067,473.8659927520257
0.5400000000000001,0.008207798459766427,-0.005953138228492489,10.410289842596002,6.260640778674649,6.269598392223116,0.0,0.04912712954902168,-0.049816777695399536,1.5961354926419533,-0.10784822075235717,-0.025538767795442084,0.0,472.02646776136794,471.0673816384157,472.32375920580773,468.41516672525347
0.6000000000000002,0.011439132858930964,-0.009427548494253615,10.508844091407035,6.254270744171091,6.267762555550892,0.0,0.05874942941570882,-0.06664141922858241,1.6888542194731204,-0.10300363237382193,-0.04335812793106677,0.0,437.38599380646554,435.8991408674232,437.54040238952035,437.93343911107786
0.6600000000000003,0.01528193362707144,-0.014027230540457916,10.61252572343058,6.248473773295043,6.265604950173426,0.0,0.06957408071767093,-0.08726682719847573,1.7670588863648022,-0.08620235185682068,-0.02421946594236104,0.0,431.8208300562588,433.43146688102837,432.4445160223606,433.8489501821533
0.7200000000000003,0.019889859451097253,-0.020129552281783255,10.725169545448358,6.243360668774162,6.264270053138544,0.0,0.08418368488590618,-0.116747030949969,1.987350943826722,-0.0833209817895213,-0.01857207844770013,0.0,476.0848264614237,476.51670683529704,476.96031880359845,477.1748822210115
0.7800000000000004,0.025370398470761002,-0.028050708788668454,10.84923013336246,6.238543342735932,6.263616326481136,0.0,0.09858972989673749,-0.14782354655411659,2.1476870893916287,-0.07482883733832262,0.001199905981536898,0.0,459.2976733498085,460.86312186622496,458.888077388337,459.55666088707653
